text,label,metadata
These results demonstrated that << thalidomide >> might inhibit growth of tumors through [[ COX-2 ]] degradation independent of antiangiogenesis.,INHIBITOR,[]
"Results: The administration of << prallethrin >> 1.6% w/w created significant increased changes in the levels of total WBC, lymphocytes, RBC, [[ hemoglobin ]], packed cell volume, platelets, mean corpuscular volume, and mean corpuscular hemoglobin in rats after 24, 48, and 72 h of continuous inhalation; however, there was a significant reduction in neutrophils at transient reduction in the monocytes after 24 and 48 h to return to normal after 72 h.",INDIRECT-UPREGULATOR,[]
"Results: The administration of << prallethrin >> 1.6% w/w created significant increased changes in the levels of total WBC, lymphocytes, RBC, hemoglobin, packed cell volume, platelets, mean corpuscular volume, and mean corpuscular [[ hemoglobin ]] in rats after 24, 48, and 72 h of continuous inhalation; however, there was a significant reduction in neutrophils at transient reduction in the monocytes after 24 and 48 h to return to normal after 72 h.",INDIRECT-UPREGULATOR,[]
"Gene expression profiling (GEP) of GIST-S, GIST-R cells and two << IM >> resistant GIST patients demonstrated that [[ KIT ]] is downregulated implying a major role in IM resistance.",INDIRECT-DOWNREGULATOR,[]
"Gene expression profiling (GEP) of GIST-S, GIST-R cells and two IM resistant GIST patients demonstrated that << KIT >> is downregulated implying a major role in [[ IM ]] resistance.",INDIRECT-DOWNREGULATOR,[]
"Molecular modeling of the kinase domain of mutant c-Kit (V654A) and AXL showed no binding to IM but efficient binding to << MP470 >>, a novel [[ c-Kit ]]/AXL kinase inhibitor.",INHIBITOR,[]
"Molecular modeling of the kinase domain of mutant c-Kit (V654A) and AXL showed no binding to IM but efficient binding to << MP470 >>, a novel c-Kit/[[ AXL ]] kinase inhibitor.",INHIBITOR,[]
"Molecular modeling of the kinase domain of mutant c-Kit (V654A) and AXL showed no binding to IM but efficient binding to << MP470 >>, a novel c-Kit/AXL [[ kinase ]] inhibitor.",INHIBITOR,[]
"INTRODUCTION: In this study, we examined the effects of the << alpha-glucosidase >> inhibitors acarbose and [[ voglibose ]] on postprandial plasma glucose and serum triglyceride levels in patients with type 2 diabetes mellitus.",INHIBITOR,[]
"INTRODUCTION: In this study, we examined the effects of the << alpha-glucosidase >> inhibitors [[ acarbose ]] and voglibose on postprandial plasma glucose and serum triglyceride levels in patients with type 2 diabetes mellitus.",INHIBITOR,[]
"INTRODUCTION: In this study, we examined the effects of the << alpha-glucosidase >> inhibitors acarbose and voglibose on postprandial plasma [[ glucose ]] and serum triglyceride levels in patients with type 2 diabetes mellitus.",INHIBITOR,[]
"Blockade of << JAK >> and ERK pathways with [[ AG490 ]] and U0126, respectively, abrogated the myocardial infarct size reduction by NDP-α-MSH.",INHIBITOR,[]
"Blockade of JAK and << ERK >> pathways with AG490 and [[ U0126 ]], respectively, abrogated the myocardial infarct size reduction by NDP-α-MSH.",INHIBITOR,[]
"The << COX >> pathway generates inflammatory [[ prostaglandins ]], while the 5-LOX pathway generates inflammatory leukotrienes.",PRODUCT-OF,[]
"The COX pathway generates inflammatory prostaglandins, while the << 5-LOX >> pathway generates inflammatory [[ leukotrienes ]].",PRODUCT-OF,[]
"They included the COX-1 inhibitor indomethacin; the COX-2 inhibitor NS-398; the mixed COX-1/COX-2 inhibitor ibuprofen; the nitric oxide (NO) derivatives of indomethacin, ibuprofen and flurbiprofen; the << 5-LOX >> inhibitor [[ REV 5901 ]]; and the 5-LOX activating protein (FLAP) inhibitor MK-886.",INHIBITOR,[]
"They included the COX-1 inhibitor indomethacin; the COX-2 inhibitor NS-398; the mixed COX-1/COX-2 inhibitor ibuprofen; the nitric oxide (NO) derivatives of indomethacin, ibuprofen and flurbiprofen; the 5-LOX inhibitor REV 5901; and the << 5-LOX activating protein >> (FLAP) inhibitor [[ MK-886 ]].",INHIBITOR,[]
"They included the COX-1 inhibitor indomethacin; the COX-2 inhibitor NS-398; the mixed COX-1/COX-2 inhibitor ibuprofen; the nitric oxide (NO) derivatives of indomethacin, ibuprofen and flurbiprofen; the 5-LOX inhibitor REV 5901; and the 5-LOX activating protein (<< FLAP >>) inhibitor [[ MK-886 ]].",INHIBITOR,[]
"They included the COX-1 inhibitor indomethacin; the << COX-2 >> inhibitor [[ NS-398 ]]; the mixed COX-1/COX-2 inhibitor ibuprofen; the nitric oxide (NO) derivatives of indomethacin, ibuprofen and flurbiprofen; the 5-LOX inhibitor REV 5901; and the 5-LOX activating protein (FLAP) inhibitor MK-886.",INHIBITOR,[]
"They included the COX-1 inhibitor indomethacin; the COX-2 inhibitor NS-398; the mixed << COX-1 >>/COX-2 inhibitor [[ ibuprofen ]]; the nitric oxide (NO) derivatives of indomethacin, ibuprofen and flurbiprofen; the 5-LOX inhibitor REV 5901; and the 5-LOX activating protein (FLAP) inhibitor MK-886.",INHIBITOR,[]
"They included the COX-1 inhibitor indomethacin; the COX-2 inhibitor NS-398; the mixed COX-1/<< COX-2 >> inhibitor [[ ibuprofen ]]; the nitric oxide (NO) derivatives of indomethacin, ibuprofen and flurbiprofen; the 5-LOX inhibitor REV 5901; and the 5-LOX activating protein (FLAP) inhibitor MK-886.",INHIBITOR,[]
"Additionally, << MPTP >> significantly down-regulated Bcl-2 expression in the mitochondria of dopaminergic cells in the SN, followed by an increase in [[ Bax ]] expression, cytochrome C translocation to the cytosol, andcleaved-caspase-3 expression, whereas these were inhibited by CRE or EB treatment.",INDIRECT-UPREGULATOR,[]
"Additionally, << MPTP >> significantly down-regulated Bcl-2 expression in the mitochondria of dopaminergic cells in the SN, followed by an increase in Bax expression, cytochrome C translocation to the cytosol, andcleaved-[[ caspase-3 ]] expression, whereas these were inhibited by CRE or EB treatment.",INDIRECT-UPREGULATOR,[]
"Additionally, << MPTP >> significantly down-regulated [[ Bcl-2 ]] expression in the mitochondria of dopaminergic cells in the SN, followed by an increase in Bax expression, cytochrome C translocation to the cytosol, andcleaved-caspase-3 expression, whereas these were inhibited by CRE or EB treatment.",INDIRECT-DOWNREGULATOR,[]
Add-on therapy with the << DPP-4 >> inhibitor [[ sitagliptin ]] improves glycemic control in insulin-treated Japanese patients with type 2 diabetes mellitus.,INHIBITOR,[]
"The << hemoglobin A1c >> (HbA1c) of all patients improved significantly from 8.1±1.2% to 7.6±1.1% after 12 weeks of add-on therapy with [[ sitagliptin ]] (p<0.01), and the insulin dosage was reduced from 27.3±15.8 U/day to 24.5±16.5 U/day (p<0.001).",INDIRECT-UPREGULATOR,[]
"The hemoglobin A1c (<< HbA1c >>) of all patients improved significantly from 8.1±1.2% to 7.6±1.1% after 12 weeks of add-on therapy with [[ sitagliptin ]] (p<0.01), and the insulin dosage was reduced from 27.3±15.8 U/day to 24.5±16.5 U/day (p<0.001).",INDIRECT-UPREGULATOR,[]
"In the present study, we have evaluated possible participation of << monocarboxylate transporters >> (MCTs) responsible for the bidirectional membrane transport of [[ pyruvate ]] in the cytoprotective property in osteoblasts.",SUBSTRATE,[]
"In the present study, we have evaluated possible participation of monocarboxylate transporters (<< MCTs >>) responsible for the bidirectional membrane transport of [[ pyruvate ]] in the cytoprotective property in osteoblasts.",SUBSTRATE,[]
"<< Mammalian ALDH1B1 >>, another mitochondrial enzyme sharing 72% identity with ALDH2, is also capable of metabolizing [[ acetaldehyde ]] but has a tissue distribution and pattern of activity distinct from that of ALDH2.",SUBSTRATE,[]
"Mammalian ALDH1B1, another mitochondrial enzyme sharing 72% identity with << ALDH2 >>, is also capable of metabolizing [[ acetaldehyde ]] but has a tissue distribution and pattern of activity distinct from that of ALDH2.",SUBSTRATE,[]
"<< Aspirin >> (ASA) and other non-steroidal anti-inflammatory drugs, which are [[ cyclooxygenase ]] (COX) inhibitors, precipitate asthmatic attacks in ASA-intolerant patients, while sodium salicylate, hardly active on COX by itself, is well tolerated by these patients.",INHIBITOR,[]
"<< Aspirin >> (ASA) and other non-steroidal anti-inflammatory drugs, which are cyclooxygenase ([[ COX ]]) inhibitors, precipitate asthmatic attacks in ASA-intolerant patients, while sodium salicylate, hardly active on COX by itself, is well tolerated by these patients.",INHIBITOR,[]
"Aspirin (<< ASA >>) and other non-steroidal anti-inflammatory drugs, which are [[ cyclooxygenase ]] (COX) inhibitors, precipitate asthmatic attacks in ASA-intolerant patients, while sodium salicylate, hardly active on COX by itself, is well tolerated by these patients.",INHIBITOR,[]
"Aspirin (<< ASA >>) and other non-steroidal anti-inflammatory drugs, which are cyclooxygenase ([[ COX ]]) inhibitors, precipitate asthmatic attacks in ASA-intolerant patients, while sodium salicylate, hardly active on COX by itself, is well tolerated by these patients.",INHIBITOR,[]
"However, salicylate moiety appears to interfere with << aspirin >> inhibitory action on platelets and vascular [[ COX ]].",INHIBITOR,[]
"Although the precise mechanism of the protective action of trilisate is unknown, our data support the possibility of interaction between << salicylate >> and ASA on [[ cyclo-oxygenase ]] locus in the respiratory tract in ASA-intolerant patients.",INHIBITOR,[]
"Although the precise mechanism of the protective action of trilisate is unknown, our data support the possibility of interaction between salicylate and << ASA >> on [[ cyclo-oxygenase ]] locus in the respiratory tract in ASA-intolerant patients.",INHIBITOR,[]
<< Minocycline >> inhibits [[ cytochrome c ]] release and delays progression of amyotrophic lateral sclerosis in mice.,INDIRECT-DOWNREGULATOR,[]
We find that << minocycline >> inhibits mitochondrial permeability-transition-mediated [[ cytochrome c ]] release.,INDIRECT-DOWNREGULATOR,[]
"<< Minocycline >>-mediated inhibition of [[ cytochrome c ]] release is demonstrated in vivo, in cells, and in isolated mitochondria.",INDIRECT-DOWNREGULATOR,[]
"Here we studied the effects of the recently developed << monoacylglycerol lipase >> inhibitor [[ JZL184 ]] on basal and stress-induced corticosterone levels in male CD1 mice, and found that this compound dramatically increased basal levels without affecting stress responses.",INHIBITOR,[]
"Considerable attention has focused on the antitumor effect of << histone deacetylase >> inhibitor ([[ Trichostatin A ]], TSA) as well as the coding gene expression-induced apoptosis of cancer cells.",INHIBITOR,[]
"Considerable attention has focused on the antitumor effect of << histone deacetylase >> inhibitor (Trichostatin A, [[ TSA ]]) as well as the coding gene expression-induced apoptosis of cancer cells.",INHIBITOR,[]
"Among these differentially expressed lncRNAs, the greatest change was noted for << uc002mbe.2 >>, which had more than 300 folds induction upon [[ TSA ]] treatment.",INDIRECT-UPREGULATOR,[]
<< TSA >> selectively induced [[ uc002mbe.2 ]] in four studied HCC cell lines.,INDIRECT-UPREGULATOR,[]
The << TSA >>-induced [[ uc002mbe.2 ]] expression was positively correlated with the apoptotic effect of TSA in HCC cells.,INDIRECT-UPREGULATOR,[]
"<< Orlistat >>, a new [[ lipase ]] inhibitor for the management of obesity.",INHIBITOR,[]
"<< Orlistat >> treatment also results in modest improvements in total cholesterol, [[ low-density lipoprotein ]], blood pressure, and fasting glucose and insulin concentrations.",INDIRECT-UPREGULATOR,[]
"<< Orlistat >> treatment also results in modest improvements in total cholesterol, low-density lipoprotein, blood pressure, and fasting glucose and [[ insulin ]] concentrations.",INDIRECT-UPREGULATOR,[]
"Evidence has accumulated in the last few years that the expression of the << microsomal/peroxidase antigen >> (M/TPO-Ag) in thyroid cells is induced by TSH, through pathways which involve intracellular [[ cAMP ]] accumulation and protein synthesis.",UPREGULATOR,[]
"Evidence has accumulated in the last few years that the expression of the microsomal/peroxidase antigen (<< M/TPO-Ag >>) in thyroid cells is induced by TSH, through pathways which involve intracellular [[ cAMP ]] accumulation and protein synthesis.",UPREGULATOR,[]
TSH and << cAMP >> also increase the levels of the specific mRNA for [[ TPO ]] in thyroid cells from different species.,INDIRECT-UPREGULATOR,[]
A novel << benzo[d]imidazole >> derivate prevents the development of dextran sulfate sodium-induced murine experimental colitis via inhibition of [[ NLRP3 ]] inflammasome.,INHIBITOR,[]
"In addition, the disease activity index, histopathologic scores and << myeloperoxidase >> activity were also significantly reduced by [[ Fc11a-2 ]] treatment.",INHIBITOR,[]
"Moreover, protein and mRNA levels of DSS-induced proinflammatory << cytokines >> in colon, including TNF-α, IL-1β, IL-18, IL-17A and IFN-γ, were markedly suppressed by [[ Fc11a-2 ]].",INDIRECT-DOWNREGULATOR,[]
"Moreover, protein and mRNA levels of DSS-induced proinflammatory cytokines in colon, including << TNF-α >>, IL-1β, IL-18, IL-17A and IFN-γ, were markedly suppressed by [[ Fc11a-2 ]].",INDIRECT-DOWNREGULATOR,[]
"Moreover, protein and mRNA levels of DSS-induced proinflammatory cytokines in colon, including TNF-α, << IL-1β >>, IL-18, IL-17A and IFN-γ, were markedly suppressed by [[ Fc11a-2 ]].",INDIRECT-DOWNREGULATOR,[]
"Moreover, protein and mRNA levels of DSS-induced proinflammatory cytokines in colon, including TNF-α, IL-1β, << IL-18 >>, IL-17A and IFN-γ, were markedly suppressed by [[ Fc11a-2 ]].",INDIRECT-DOWNREGULATOR,[]
"Moreover, protein and mRNA levels of DSS-induced proinflammatory cytokines in colon, including TNF-α, IL-1β, IL-18, << IL-17A >> and IFN-γ, were markedly suppressed by [[ Fc11a-2 ]].",INDIRECT-DOWNREGULATOR,[]
"Moreover, protein and mRNA levels of DSS-induced proinflammatory cytokines in colon, including TNF-α, IL-1β, IL-18, IL-17A and << IFN-γ >>, were markedly suppressed by [[ Fc11a-2 ]].",INDIRECT-DOWNREGULATOR,[]
"Furthermore, a decreased CD11c(+) macrophage infiltration in colons and inactivation of << caspase-1 >> in peritoneal macrophages were detected in [[ Fc11a ]]-2-treated mice.",INHIBITOR,[]
"The mechanism of action of << Fc11a-2 >> was related to the inhibition of the cleavage of [[ pro-caspase-1 ]], pro-IL-1β and pro-IL-18 which in turn suppressed the activation of NLRP3 inflammasome.",INDIRECT-DOWNREGULATOR,[]
"The mechanism of action of << Fc11a-2 >> was related to the inhibition of the cleavage of pro-caspase-1, [[ pro-IL-1β ]] and pro-IL-18 which in turn suppressed the activation of NLRP3 inflammasome.",INDIRECT-DOWNREGULATOR,[]
"The mechanism of action of << Fc11a-2 >> was related to the inhibition of the cleavage of pro-caspase-1, pro-IL-1β and [[ pro-IL-18 ]] which in turn suppressed the activation of NLRP3 inflammasome.",INDIRECT-DOWNREGULATOR,[]
"The mechanism of action of << Fc11a-2 >> was related to the inhibition of the cleavage of pro-caspase-1, pro-IL-1β and pro-IL-18 which in turn suppressed the activation of [[ NLRP3 ]] inflammasome.",INHIBITOR,[]
"Taken together, our results demonstrate the ability of << Fc11a-2 >> to inhibit [[ NLRP3 ]] inflammasome activation and its potential use in the treatment of inflammatory bowel diseases.",INHIBITOR,[]
"At PND35, the medial prefrontal cortex (mPFC) of rats given << MPH >> showed 55% greater immunoreactivity (-ir) for the catecholamine marker [[ tyrosine hydroxylase ]] (TH), 60% more Nissl-stained cells, and 40% less norepinephrine transporter (NET)-ir density.",INDIRECT-UPREGULATOR,[]
"At PND35, the medial prefrontal cortex (mPFC) of rats given << MPH >> showed 55% greater immunoreactivity (-ir) for the catecholamine marker tyrosine hydroxylase ([[ TH ]]), 60% more Nissl-stained cells, and 40% less norepinephrine transporter (NET)-ir density.",INDIRECT-UPREGULATOR,[]
"At PND35, the medial prefrontal cortex (mPFC) of rats given << MPH >> showed 55% greater immunoreactivity (-ir) for the catecholamine marker tyrosine hydroxylase (TH), 60% more Nissl-stained cells, and 40% less [[ norepinephrine transporter ]] (NET)-ir density.",INDIRECT-DOWNREGULATOR,[]
"At PND35, the medial prefrontal cortex (mPFC) of rats given << MPH >> showed 55% greater immunoreactivity (-ir) for the catecholamine marker tyrosine hydroxylase (TH), 60% more Nissl-stained cells, and 40% less norepinephrine transporter ([[ NET ]])-ir density.",INDIRECT-DOWNREGULATOR,[]
"In hippocampal dentate gyrus, << MPH >>-receiving rats showed a 51% decrease in NET-ir density and a 61% expanded distribution of the new-cell marker PSA-NCAM (polysialylated form of [[ neural cell adhesion molecule ]]).",INDIRECT-UPREGULATOR,[]
"In hippocampal dentate gyrus, << MPH >>-receiving rats showed a 51% decrease in NET-ir density and a 61% expanded distribution of the new-cell marker PSA-[[ NCAM ]] (polysialylated form of neural cell adhesion molecule).",INDIRECT-UPREGULATOR,[]
"In hippocampal dentate gyrus, << MPH >>-receiving rats showed a 51% decrease in [[ NET ]]-ir density and a 61% expanded distribution of the new-cell marker PSA-NCAM (polysialylated form of neural cell adhesion molecule).",INDIRECT-DOWNREGULATOR,[]
"In medial striatum, TH-ir decreased by 21%, and in hypothalamus << neuropeptide Y >>-ir increased by 10% in [[ MPH ]]-exposed rats.",INDIRECT-UPREGULATOR,[]
"In medial striatum, << TH >>-ir decreased by 21%, and in hypothalamus neuropeptide Y-ir increased by 10% in [[ MPH ]]-exposed rats.",INDIRECT-DOWNREGULATOR,[]
"At 4 hours, losartan blocked 43% of the << Ang II >>-induced systolic blood pressure increase; valsartan, 51%; and [[ irbesartan ]], 88% (P<0.01 between drugs).",INDIRECT-DOWNREGULATOR,[]
This study thus demonstrates that the first administration of the recommended starting dose of << irbesartan >> induces a greater and longer lasting [[ Ang II receptor ]] blockade than that of valsartan and losartan in normotensive subjects.,INHIBITOR,[]
This study thus demonstrates that the first administration of the recommended starting dose of irbesartan induces a greater and longer lasting << Ang II receptor >> blockade than that of [[ valsartan ]] and losartan in normotensive subjects.,INHIBITOR,[]
This study thus demonstrates that the first administration of the recommended starting dose of irbesartan induces a greater and longer lasting << Ang II receptor >> blockade than that of valsartan and [[ losartan ]] in normotensive subjects.,INHIBITOR,[]
"In humans, prolonged administration of the << beta 2-adrenoceptor >> agonist [[ terbutaline ]] leads to a desensitization of beta 2-adrenoceptor-mediated cardiovascular responses, which can be blunted by concomitant administration of the antianaphylactic drug ketotifen.",AGONIST,[]
"In a double-blind, placebo-controlled, randomized design, nine healthy male volunteers received disodium cromoglycate (4 x 200 mg/day, p.o.) or placebo for 3 weeks with terbutaline (3 x 5 mg/day, p.o.) administered concomitantly during the last 2 weeks. beta 2-Adrenoceptor cardiovascular function was assessed by the increase in heart rate and reduction of diastolic blood pressure induced by an incremental intravenous infusion of the unselective << beta-adrenoceptor >> agonist [[ isoprenaline ]]; beta 1-adrenoceptor cardiovascular function was assessed by exercise-induced tachycardia.",AGONIST,[]
"OBJECTIVES: This study examined the effect of a small-molecule, direct << thrombin >> inhibitor, [[ argatroban ]], on reperfusion induced by tissue plasminogen activator (TPA) in patients with acute myocardial infarction (AMI).",INHIBITOR,[]
In vitro and in vivo studies have shown that << argatroban >> has advantages over heparin for the inhibition of clot-bound [[ thrombin ]] and for the enhancement of thrombolysis with TPA.,INHIBITOR,[]
The functional inhibitory characteristics of the << angiotensin II type 1 receptor >> blockers (ARB) candesartan; [[ irbesartan ]]; and losartan and its active metabolite EXP 3174 (EXP) were studied in rabbit aortic strips and rat portal vein preparations in vitro.,INHIBITOR,[]
The functional inhibitory characteristics of the << angiotensin II type 1 receptor >> blockers (ARB) [[ candesartan ]]; irbesartan; and losartan and its active metabolite EXP 3174 (EXP) were studied in rabbit aortic strips and rat portal vein preparations in vitro.,INHIBITOR,[]
The functional inhibitory characteristics of the << angiotensin II type 1 receptor >> blockers (ARB) candesartan; irbesartan; and [[ losartan ]] and its active metabolite EXP 3174 (EXP) were studied in rabbit aortic strips and rat portal vein preparations in vitro.,INHIBITOR,[]
The functional inhibitory characteristics of the << angiotensin II type 1 receptor >> blockers (ARB) candesartan; irbesartan; and losartan and its active metabolite [[ EXP 3174 ]] (EXP) were studied in rabbit aortic strips and rat portal vein preparations in vitro.,INHIBITOR,[]
The functional inhibitory characteristics of the << angiotensin II type 1 receptor >> blockers (ARB) candesartan; irbesartan; and losartan and its active metabolite EXP 3174 ([[ EXP ]]) were studied in rabbit aortic strips and rat portal vein preparations in vitro.,INHIBITOR,[]
"In both vascular preparations, << candesartan >> caused a marked decrease in the maximal contractile response of the [[ angiotensin II ]] (Ang II) concentration-response curve.",INDIRECT-DOWNREGULATOR,[]
"In both vascular preparations, << candesartan >> caused a marked decrease in the maximal contractile response of the angiotensin II ([[ Ang II ]]) concentration-response curve.",INDIRECT-DOWNREGULATOR,[]
"In addition, when << candesartan >> was given to conscious rats, the inhibitory effect on [[ Ang II ]]-induced blood pressure responses persisted during the 24-hour period despite nondetectable plasma concentrations of candesartan at 24 hours.",INDIRECT-DOWNREGULATOR,[]
"At clinically relevant concentrations, << candesartan >> is an insurmountable and long-lasting antagonist of the vascular contractile responses to [[ Ang II ]].",INDIRECT-DOWNREGULATOR,[]
Dose-dependent inhibition of platelet << cyclooxygenase-1 >> and monocyte cyclooxygenase-2 by [[ meloxicam ]] in healthy subjects.,INHIBITOR,[]
Dose-dependent inhibition of platelet cyclooxygenase-1 and monocyte << cyclooxygenase-2 >> by [[ meloxicam ]] in healthy subjects.,INHIBITOR,[]
Concentration-response curves for the inhibition of monocyte << COX-2 >> and platelet COX-1 were obtained in vitro after the incubation of [[ meloxicam ]] with whole blood samples.,INHIBITOR,[]
Concentration-response curves for the inhibition of monocyte COX-2 and platelet << COX-1 >> were obtained in vitro after the incubation of [[ meloxicam ]] with whole blood samples.,INHIBITOR,[]
"Before dosing and 24 h after the seventh dose of each regimen, heparinized whole blood samples were incubated with lipopolysaccharide (10 microgram/ml) for 24 h at 37 degrees C, and << prostaglandin E2 >> was measured in plasma as an index of monocyte [[ COX-2 ]] activity.",PRODUCT-OF,[]
The production of << thromboxane B2 >> in whole blood allowed to clot at 37 degrees C for 60 min was assessed as an index of platelet [[ COX-1 ]] activity.,PRODUCT-OF,[]
"In contrast, the administration of 7.5 and 15 mg of << meloxicam >> caused dose-dependent reductions in monocyte [[ COX-2 ]] activity by 51% and 70%, respectively, and in platelet COX-1 activity by 25% and 35%, respectively.",INHIBITOR,[]
"In contrast, the administration of 7.5 and 15 mg of << meloxicam >> caused dose-dependent reductions in monocyte COX-2 activity by 51% and 70%, respectively, and in platelet [[ COX-1 ]] activity by 25% and 35%, respectively.",INHIBITOR,[]
"Although the IC50 value of << meloxicam >> for inhibition of [[ COX-1 ]] was 10-fold higher than the IC50 value of COX-2 in vitro, this biochemical selectivity was inadequate to clearly separate the effects of meloxicam on the two isozymes after oral dosing as a function of the daily dose and interindividual variation in steady-state plasma levels.",INHIBITOR,[]
"Although the IC50 value of << meloxicam >> for inhibition of COX-1 was 10-fold higher than the IC50 value of [[ COX-2 ]] in vitro, this biochemical selectivity was inadequate to clearly separate the effects of meloxicam on the two isozymes after oral dosing as a function of the daily dose and interindividual variation in steady-state plasma levels.",INHIBITOR,[]
"In distinction, the preferential << beta 1-AR >> antagonist, [[ betaxolol ]], and the preferential beta 2-AR antagonist, ICI118,551, did not increase basal levels of DA, NAD, or 5-HT.",ANTAGONIST,[]
"In distinction, the preferential beta 1-AR antagonist, betaxolol, and the preferential << beta 2-AR >> antagonist, [[ ICI118,551 ]], did not increase basal levels of DA, NAD, or 5-HT.",ANTAGONIST,[]
"The selective << 5-HT1A >> receptor antagonist, [[ WAY100,635 ]], slightly attenuated the (-)-pindolol-induced increase in DA and NAD levels, while the selective 5-HT1B antagonist, SB224,289, was ineffective.",ANTAGONIST,[]
"The selective 5-HT1A receptor antagonist, WAY100,635, slightly attenuated the (-)-pindolol-induced increase in DA and NAD levels, while the selective << 5-HT1B >> antagonist, [[ SB224,289 ]], was ineffective.",ANTAGONIST,[]
UNLABELLED: << Entacapone >> is a potent and specific peripheral [[ catechol-O-methyltransferase ]] (COMT) inhibitor.,INHIBITOR,[]
UNLABELLED: << Entacapone >> is a potent and specific peripheral catechol-O-methyltransferase ([[ COMT ]]) inhibitor.,INHIBITOR,[]
<< 5-hydroxytryptamine >> evokes [[ endothelial nitric oxide synthase ]] activation in bovine aortic endothelial cell cultures.,ACTIVATOR,[]
Activation of << endothelial nitric oxide synthase >> (eNOS) results in the production of [[ nitric oxide ]] (NO) that mediates the vasorelaxing properties of endothelial cells.,PRODUCT-OF,[]
Activation of endothelial nitric oxide synthase (<< eNOS >>) results in the production of [[ nitric oxide ]] (NO) that mediates the vasorelaxing properties of endothelial cells.,PRODUCT-OF,[]
Activation of << endothelial nitric oxide synthase >> (eNOS) results in the production of nitric oxide ([[ NO ]]) that mediates the vasorelaxing properties of endothelial cells.,PRODUCT-OF,[]
Activation of endothelial nitric oxide synthase (<< eNOS >>) results in the production of nitric oxide ([[ NO ]]) that mediates the vasorelaxing properties of endothelial cells.,PRODUCT-OF,[]
"Here, we tested the hypothesis that 5-HT receptors mediate << eNOS >> activation by measuring agonist-stimulated [[ [3H]L-citrulline ]] ([3H]L-Cit) formation in BAEC cultures.",PRODUCT-OF,[]
"Here, we tested the hypothesis that 5-HT receptors mediate << eNOS >> activation by measuring agonist-stimulated [3H]L-citrulline ([[ [3H]L-Cit ]]) formation in BAEC cultures.",PRODUCT-OF,[]
"We found that << 5-HT >> stimulated the conversion of [3H]L-arginine ([3H]L-Arg) to [3H]L-Cit, indicating [[ eNOS ]] activation.",ACTIVATOR,[]
"We found that 5-HT stimulated the conversion of [3H]L-arginine ([3H]L-Arg) to << [3H]L-Cit >>, indicating [[ eNOS ]] activation.",PRODUCT-OF,[]
"We found that 5-HT stimulated the conversion of << [3H]L-arginine >> ([3H]L-Arg) to [3H]L-Cit, indicating [[ eNOS ]] activation.",SUBSTRATE,[]
"We found that 5-HT stimulated the conversion of [3H]L-arginine (<< [3H]L-Arg >>) to [3H]L-Cit, indicating [[ eNOS ]] activation.",SUBSTRATE,[]
"The high affinity << 5-HT1B >> receptor agonist, [[ 5-nonyloxytryptamine ]] (5-NOT)-stimulated [3H]L-Cit turnover responses were concentration-(0.01 nM to 100 microM) and time-dependent.",AGONIST,[]
"These responses were effectively blocked by the 5-HT1B receptor antagonist, isamoltane, the 5-HT1B/5-HT2 receptor antagonist, methiothepin, and the << eNOS >> selective antagonists (0.01-10 microM): [[ L-Nomega -monomethyl-L-arginine ]] (L-NMMA) and L-N omega-iminoethyl-L-ornithine (L-NIO).",ANTAGONIST,[]
"These responses were effectively blocked by the 5-HT1B receptor antagonist, isamoltane, the << 5-HT1B >>/5-HT2 receptor antagonist, [[ methiothepin ]], and the eNOS selective antagonists (0.01-10 microM): L-Nomega -monomethyl-L-arginine (L-NMMA) and L-N omega-iminoethyl-L-ornithine (L-NIO).",ANTAGONIST,[]
"These responses were effectively blocked by the 5-HT1B receptor antagonist, isamoltane, the 5-HT1B/<< 5-HT2 receptor >> antagonist, [[ methiothepin ]], and the eNOS selective antagonists (0.01-10 microM): L-Nomega -monomethyl-L-arginine (L-NMMA) and L-N omega-iminoethyl-L-ornithine (L-NIO).",ANTAGONIST,[]
"These responses were effectively blocked by the 5-HT1B receptor antagonist, isamoltane, the 5-HT1B/5-HT2 receptor antagonist, methiothepin, and the << eNOS >> selective antagonists (0.01-10 microM): L-Nomega -monomethyl-L-arginine ([[ L-NMMA ]]) and L-N omega-iminoethyl-L-ornithine (L-NIO).",ANTAGONIST,[]
"These responses were effectively blocked by the 5-HT1B receptor antagonist, isamoltane, the 5-HT1B/5-HT2 receptor antagonist, methiothepin, and the << eNOS >> selective antagonists (0.01-10 microM): L-Nomega -monomethyl-L-arginine (L-NMMA) and [[ L-N omega-iminoethyl-L-ornithine ]] (L-NIO).",ANTAGONIST,[]
"These responses were effectively blocked by the 5-HT1B receptor antagonist, isamoltane, the 5-HT1B/5-HT2 receptor antagonist, methiothepin, and the << eNOS >> selective antagonists (0.01-10 microM): L-Nomega -monomethyl-L-arginine (L-NMMA) and L-N omega-iminoethyl-L-ornithine ([[ L-NIO ]]).",ANTAGONIST,[]
"These findings lend evidence of a 5-HT1B receptor/eNOS pathway, accounting in part for the activation of << eNOS >> by [[ 5-HT ]].",ACTIVATOR,[]
<< Caffeine >> inhibits the checkpoint [[ kinase ]] ATM.,INHIBITOR,[]
<< Caffeine >> inhibits the checkpoint kinase [[ ATM ]].,INHIBITOR,[]
We report that the radiation-induced activation of the kinase Cds1 [4] (also known as Chk2 [5]) is inhibited by caffeine in vivo and that << ATM >> kinase activity is directly inhibited by [[ caffeine ]] in vitro.,INHIBITOR,[]
